"","page_id","NAME","ID","ALIGN","EYE","HAIR","SEX","LGBTQ","ALIVE","APPEARANCES","MONTH_FA","YEAR_FA","UNIVERSE"
"6117",59568,"Khanata (Earth-616)","Public Identity",NA,"Brown Eyes","Black Hair","Male Characters",FALSE,"Living Characters",4,"March",1978,"Marvel"
"6118",95534,"Kogar (Earth-616)","Secret Identity","Bad Characters","Brown Eyes","Black Hair","Male Characters",FALSE,"Living Characters",4,"July",1978,"Marvel"
"6119",165794,"Krollar (Earth-616)",NA,"Bad Characters",NA,"No Hair","Male Characters",FALSE,"Deceased Characters",4,"July",1978,"Marvel"
"6120",703408,"Lord Gaea (Earth-616)",NA,"Bad Characters",NA,"No Hair","Male Characters",FALSE,"Living Characters",4,"November",1978,"Marvel"
"6121",43768,"Miles Brickman (Earth-616)","Public Identity","Neutral Characters",NA,"Black Hair","Male Characters",FALSE,"Living Characters",4,"October",1978,"Marvel"
"6122",15279,"Phillip Garcia (Earth-616)","Public Identity","Bad Characters","Brown Eyes","Black Hair","Male Characters",FALSE,"Living Characters",4,"August",1978,"Marvel"
"6123",165790,"Rhiahn (Earth-616)",NA,"Bad Characters","One Eye",NA,"Male Characters",FALSE,"Deceased Characters",4,"July",1978,"Marvel"
"6124",39603,"Tabur (Earth-616)","Secret Identity","Good Characters",NA,NA,"Male Characters",FALSE,"Living Characters",4,"June",1978,"Marvel"
"6125",36259,"Alfeo Spinosa (Earth-616)",NA,"Good Characters",NA,"Black Hair","Male Characters",FALSE,"Living Characters",4,"December",1979,"Marvel"
"6126",14547,"Eyekillers (Earth-616)","Secret Identity","Bad Characters",NA,NA,NA,FALSE,"Living Characters",4,"December",1979,"Marvel"
"6127",430266,"Odysseus (Earth-616)",NA,"Neutral Characters",NA,"Brown Hair","Male Characters",FALSE,"Deceased Characters",4,"November",1979,"Marvel"
"6128",90599,"Pamela Quinn (Earth-616)","Public Identity","Good Characters",NA,"Blond Hair","Female Characters",FALSE,"Living Characters",4,"October",1979,"Marvel"
"6129",430272,"Patroclus (Earth-616)","Public Identity",NA,NA,"Blond Hair","Male Characters",FALSE,"Living Characters",4,"November",1979,"Marvel"
"6130",97298,"Tisha Scarabeus (Earth-616)","Public Identity",NA,NA,NA,"Female Characters",FALSE,"Living Characters",4,"June",1979,"Marvel"
"6131",128319,"Vassily Khandruvitch (Earth-616)","No Dual Identity",NA,NA,"Grey Hair","Male Characters",FALSE,"Living Characters",4,"October",1979,"Marvel"
"6132",9050,"Watoomb (Earth-616)",NA,"Neutral Characters",NA,"No Hair","Male Characters",FALSE,"Living Characters",4,"April",1979,"Marvel"
"6133",180879,"William Evans, Jr. (Earth-616)","Public Identity","Good Characters","Brown Eyes","Black Hair","Male Characters",FALSE,"Deceased Characters",4,"February",1979,"Marvel"
"6134",244367,"Azaziah (Earth-616)","Secret Identity","Bad Characters","Blue Eyes","White Hair","Male Characters",FALSE,"Living Characters",4,"April",1980,"Marvel"
"6135",62888,"Dominic Tyrone (Earth-616)","Secret Identity","Bad Characters","Blue Eyes","Black Hair","Male Characters",FALSE,"Deceased Characters",4,"August",1980,"Marvel"
"6136",243017,"Fasolt (Earth-616)",NA,"Bad Characters",NA,"Black Hair","Male Characters",FALSE,"Living Characters",4,"April",1980,"Marvel"
"6137",2745,"Hestia (Earth-616)","Secret Identity","Good Characters","Blue Eyes","Blond Hair","Female Characters",FALSE,"Living Characters",4,"November",1980,"Marvel"
"6138",24646,"Itzamna (Earth-616)",NA,NA,NA,NA,NA,FALSE,"Living Characters",4,"October",1980,"Marvel"
"6139",92815,"Jack Wordman (Earth-616)","Public Identity","Bad Characters",NA,"Grey Hair","Male Characters",FALSE,"Living Characters",4,"October",1980,"Marvel"
"6140",438562,"Lorenzo Jacobi (Earth-616)","Public Identity","Bad Characters",NA,"Grey Hair","Male Characters",FALSE,"Deceased Characters",4,"February",1980,"Marvel"
"6141",32548,"Morgan Hardy (Earth-616)","Secret Identity","Bad Characters",NA,NA,"Male Characters",FALSE,"Living Characters",4,"December",1980,"Marvel"
"6142",1158,"Narda Ravanna (Earth-616)","Public Identity","Bad Characters","Blue Eyes","Brown Hair","Female Characters",FALSE,"Living Characters",4,"June",1980,"Marvel"
"6143",36942,"Shialmar (Earth-616)",NA,"Bad Characters","Brown Eyes","Black Hair","Female Characters",FALSE,"Deceased Characters",4,"October",1980,"Marvel"
"6144",609957,"Solace (Earth-616)",NA,"Neutral Characters",NA,NA,"Male Characters",FALSE,"Living Characters",4,"August",1980,"Marvel"
"6145",32382,"Sylvester Marston (Earth-616)","Public Identity","Bad Characters","Blue Eyes","Black Hair","Male Characters",FALSE,"Living Characters",4,"August",1980,"Marvel"
"6146",16104,"Tran Coy Manh (Earth-616)",NA,"Bad Characters",NA,"Black Hair","Male Characters",FALSE,"Deceased Characters",4,"December",1980,"Marvel"
"6147",24651,"Ukko (Earth-616)",NA,NA,NA,NA,"Male Characters",FALSE,"Living Characters",4,"October",1980,"Marvel"
"6148",485380,"Wartstaff (Earth-616)",NA,"Bad Characters",NA,NA,"Male Characters",FALSE,"Deceased Characters",4,"January",1980,"Marvel"
"6149",32404,"Annie Richardson (Earth-616)","No Dual Identity","Neutral Characters",NA,"Brown Hair","Female Characters",FALSE,"Deceased Characters",4,"July",1981,"Marvel"
"6150",2704,"Anton Mogart (Earth-616)",NA,"Bad Characters",NA,"Black Hair","Male Characters",FALSE,"Living Characters",4,"January",1981,"Marvel"
"6151",30593,"Arlok (Earth-616)","No Dual Identity","Good Characters",NA,"Black Hair","Male Characters",FALSE,"Deceased Characters",4,"July",1981,"Marvel"
"6152",19146,"Astra (Spaceknight) (Earth-616)","Secret Identity","Good Characters",NA,NA,"Female Characters",FALSE,"Living Characters",4,"December",1981,"Marvel"
"6153",431719,"Battleaxe (Earth-616)","No Dual Identity","Bad Characters",NA,NA,"Male Characters",FALSE,"Deceased Characters",4,"November",1981,"Marvel"
"6154",260017,"Emma Burstein (Earth-616)","Public Identity","Good Characters",NA,"White Hair","Female Characters",FALSE,"Living Characters",4,"February",1981,"Marvel"
"6155",705656,"Grotto (Earth-616)","Public Identity","Bad Characters",NA,NA,"Male Characters",FALSE,"Living Characters",4,"January",1981,"Marvel"
"6156",18291,"Hammerhand (Spaceknights) (Earth-616)",NA,"Good Characters",NA,NA,"Male Characters",FALSE,"Living Characters",4,"December",1981,"Marvel"
"6157",405131,"Heinrich Krowler (Earth-616)","Public Identity","Bad Characters",NA,"Bald","Male Characters",FALSE,"Living Characters",4,"December",1981,"Marvel"
"6158",497319,"Kilgore Slaughter (Earth-616)",NA,NA,NA,"Blond Hair","Male Characters",FALSE,"Living Characters",4,"October",1981,"Marvel"
"6159",488906,"Leanne (Earth-616)","Public Identity","Good Characters","Brown Eyes","Brown Hair","Female Characters",FALSE,"Living Characters",4,"April",1981,"Marvel"
"6160",497333,"McMurdo (Earth-616)",NA,NA,NA,"White Hair","Male Characters",FALSE,"Living Characters",4,"October",1981,"Marvel"
"6161",36196,"Megan Daemon (Earth-616)",NA,NA,"Green Eyes","Blond Hair","Female Characters",FALSE,"Living Characters",4,"March",1981,"Marvel"
"6162",61218,"Piotr Phobos (Earth-616)","Public Identity","Bad Characters",NA,"Grey Hair","Male Characters",FALSE,"Living Characters",4,"April",1981,"Marvel"
"6163",497327,"Ralf (Earth-616)",NA,NA,NA,NA,"Male Characters",FALSE,"Living Characters",4,"October",1981,"Marvel"
"6164",393592,"Randolph Cherryh (Earth-616)","Public Identity","Bad Characters",NA,NA,"Male Characters",FALSE,"Living Characters",4,"December",1981,"Marvel"
"6165",24417,"Sentinels Mk IV (Earth-616)","No Dual Identity","Bad Characters","Yellow Eyes","No Hair",NA,FALSE,"Living Characters",4,"November",1981,"Marvel"
"6166",531608,"Shade (Gangster) (Earth-616)","Secret Identity","Bad Characters","Brown Eyes","Black Hair","Male Characters",FALSE,"Living Characters",4,"November",1981,"Marvel"
"6167",490503,"Zira (Earth-616)","No Dual Identity","Good Characters",NA,"Brown Hair","Female Characters",FALSE,"Living Characters",4,"April",1981,"Marvel"
"6168",12443,"Claw (Chaste) (Earth-616)","Secret Identity","Good Characters",NA,NA,"Male Characters",FALSE,"Deceased Characters",4,"November",1982,"Marvel"
"6169",674490,"Flame (Chaste) (Earth-616)",NA,"Good Characters",NA,NA,NA,FALSE,"Deceased Characters",4,"November",1982,"Marvel"
"6170",19672,"Georgianna Castleberry (Earth-616)","Public Identity","Good Characters","Brown Eyes","Black Hair","Female Characters",FALSE,"Living Characters",4,"July",1982,"Marvel"
"6171",23598,"Lord Samedar (Earth-616)","Public Identity","Good Characters","White Eyes",NA,"Male Characters",FALSE,"Living Characters",4,"February",1982,"Marvel"
"6172",706084,"Napier Sutton (Earth-616)",NA,"Bad Characters",NA,"Black Hair","Male Characters",FALSE,"Living Characters",4,"October",1982,"Marvel"
"6173",387917,"Nimrod Strange (Earth-616)",NA,"Bad Characters","Brown Eyes","Black Hair","Male Characters",FALSE,"Living Characters",4,"March",1982,"Marvel"
"6174",410065,"Noburu-Hideki (Earth-616)",NA,"Bad Characters","Black Eyes","Black Hair","Male Characters",FALSE,"Deceased Characters",4,"September",1982,"Marvel"
"6175",75285,"Petunia Grimm (Earth-616)","Public Identity","Good Characters","Blue Eyes","Black Hair","Female Characters",FALSE,"Deceased Characters",4,"January",1982,"Marvel"
"6176",4081,"Ramsey Kole (Earth-616)","Secret Identity","Bad Characters","Brown Eyes","Black Hair","Male Characters",FALSE,"Living Characters",4,"December",1982,"Marvel"
"6177",424051,"Samuel Bernstein (Earth-616)","Public Identity",NA,NA,"Black Hair","Male Characters",FALSE,"Living Characters",4,"November",1982,"Marvel"
"6178",41604,"Shango (Earth-616)",NA,"Good Characters","Brown Eyes","Black Hair","Male Characters",FALSE,"Living Characters",4,"October",1982,"Marvel"
"6179",125187,"Simon Marshall (Earth-616)","Public Identity","Bad Characters","Brown Eyes","Blond Hair","Male Characters",FALSE,"Deceased Characters",4,"March",1982,"Marvel"
"6180",465048,"Wraith High Witch (Earth-616)","Secret Identity","Bad Characters",NA,"Grey Hair","Female Characters",FALSE,"Living Characters",4,"August",1982,"Marvel"
"6181",34041,"Axe (Mutant) (Earth-616)",NA,"Bad Characters","Brown Eyes","Brown Hair","Male Characters",FALSE,"Deceased Characters",4,"September",1983,"Marvel"
"6182",93568,"Daniel Grimm Jr. (Earth-616)",NA,"Neutral Characters","Brown Eyes","Brown Hair","Male Characters",FALSE,"Deceased Characters",4,"July",1983,"Marvel"
"6183",79625,"Gladys Smallwood (Earth-616)","Secret Identity","Good Characters",NA,NA,"Female Characters",FALSE,"Living Characters",4,"September",1983,"Marvel"
"6184",120934,"Kono Sanada (Earth-616)","Public Identity","Bad Characters",NA,"Black Hair","Male Characters",FALSE,"Living Characters",4,"November",1983,"Marvel"
"6185",706079,"Raleigh Halward (Earth-616)","Secret Identity","Bad Characters",NA,NA,"Male Characters",FALSE,"Living Characters",4,"February",1983,"Marvel"
"6186",341235,"Alma Chalmers (Earth-616)",NA,"Bad Characters",NA,"Grey Hair","Female Characters",FALSE,"Living Characters",4,"July",1984,"Marvel"
"6187",32534,"Freddie Stanachek (Earth-616)","Public Identity","Neutral Characters",NA,"Brown Hair","Male Characters",FALSE,"Living Characters",4,"October",1984,"Marvel"
"6188",695773,"Gretl Anders (Earth-616)","Public Identity","Neutral Characters","Blue Eyes","Red Hair","Female Characters",FALSE,"Deceased Characters",4,"January",1984,"Marvel"
"6189",30107,"Hugo Longride (Earth-616)","Public Identity","Bad Characters",NA,"Grey Hair","Male Characters",FALSE,"Living Characters",4,"December",1984,"Marvel"
"6190",487893,"Idiot (Earth-616)",NA,"Bad Characters","White Eyes",NA,"Male Characters",FALSE,"Living Characters",4,"December",1984,"Marvel"
"6191",33828,"Isabel St. Ives (Earth-616)","Secret Identity","Good Characters","Green Eyes","Strawberry Blond Hair","Female Characters",FALSE,"Deceased Characters",4,"March",1984,"Marvel"
"6192",39596,"Jacqueline Trufaut (Earth-616)","Public Identity","Bad Characters",NA,"Blond Hair","Female Characters",FALSE,"Living Characters",4,"September",1984,"Marvel"
"6193",437792,"Janet McEntee (Earth-616)",NA,NA,NA,NA,"Female Characters",FALSE,"Living Characters",4,"June",1984,"Marvel"
"6194",438549,"Kate (Heartbreak Hotel) (Earth-616)",NA,NA,NA,NA,"Female Characters",FALSE,"Living Characters",4,"December",1984,"Marvel"
"6195",653778,"Malachon (Earth-616)",NA,"Bad Characters",NA,NA,"Male Characters",FALSE,"Deceased Characters",4,"May",1984,"Marvel"
"6196",261290,"Marge Smith (Earth-616)",NA,"Bad Characters",NA,NA,"Female Characters",FALSE,"Living Characters",4,"December",1984,"Marvel"
"6197",62248,"Max Hammer (Earth-616)","Public Identity","Bad Characters","Blue Eyes","White Hair","Male Characters",FALSE,"Living Characters",4,"April",1984,"Marvel"
"6198",554090,"Melissa Bowen (Earth-616)","Public Identity","Neutral Characters",NA,"Red Hair","Female Characters",FALSE,"Living Characters",4,"January",1984,"Marvel"
"6199",306654,"Peg Lonestar (Earth-616)",NA,NA,NA,NA,"Female Characters",FALSE,"Living Characters",4,"August",1984,"Marvel"
"6200",79557,"Raymonde Belmonde (Earth-616)",NA,"Good Characters","Brown Eyes","Brown Hair","Male Characters",TRUE,"Deceased Characters",4,"February",1984,"Marvel"
"6201",43773,"Shakkoth (Earth-616)","Public Identity","Good Characters",NA,"Black Hair","Male Characters",FALSE,"Living Characters",4,"September",1984,"Marvel"
"6202",73246,"Shumai (Earth-616)","Public Identity","Bad Characters",NA,"Black Hair","Male Characters",FALSE,"Living Characters",4,"November",1984,"Marvel"
"6203",305204,"Smythe (Contraxia) (Earth-616)","Secret Identity","Bad Characters",NA,"Black Hair","Male Characters",FALSE,"Living Characters",4,"January",1984,"Marvel"
"6204",487891,"White Light (Earth-616)",NA,"Bad Characters","White Eyes","Black Hair","Male Characters",FALSE,"Living Characters",4,"December",1984,"Marvel"
"6205",1087,"Zachary Drebb (Earth-616)","Secret Identity","Bad Characters","Brown Eyes","Brown Hair","Male Characters",FALSE,"Deceased Characters",4,"July",1984,"Marvel"
"6206",536517,"Bernard Finn (Earth-616)","No Dual Identity","Good Characters","Black Eyes","Grey Hair","Male Characters",FALSE,"Deceased Characters",4,"October",1985,"Marvel"
"6207",108418,"Bull of Crete (Earth-616)",NA,"Bad Characters",NA,"Brown Hair","Male Characters",FALSE,"Living Characters",4,"June",1985,"Marvel"
"6208",536174,"Carl Weatherby (Earth-616)","Public Identity","Good Characters",NA,"Blond Hair","Male Characters",FALSE,"Living Characters",4,"October",1985,"Marvel"
"6209",346959,"Charles Anderson (Earth-616)","Public Identity",NA,NA,NA,"Male Characters",FALSE,"Living Characters",4,"September",1985,"Marvel"
"6210",14063,"Cherub Whirlwind (Earth-616)","Secret Identity","Neutral Characters","Black Eyes","No Hair",NA,FALSE,"Deceased Characters",4,"July",1985,"Marvel"
"6211",445499,"Derwyddon (Earth-616)",NA,NA,NA,NA,"Male Characters",FALSE,"Living Characters",4,"July",1985,"Marvel"
"6212",93609,"Dyvyne (Earth-616)","Public Identity","Bad Characters","Yellow Eyes","No Hair","Male Characters",FALSE,"Living Characters",4,"May",1985,"Marvel"
"6213",262327,"Honcho (Vulturions) (Earth-616)","Public Identity","Bad Characters","Brown Eyes","White Hair","Male Characters",FALSE,"Living Characters",4,"April",1985,"Marvel"
"6214",329230,"Jubilee (Darla) (Earth-616)",NA,"Good Characters",NA,NA,"Female Characters",FALSE,"Living Characters",4,"December",1985,"Marvel"
"6215",44748,"Karygmax (Earth-616)","Secret Identity","Bad Characters",NA,"Black Hair","Male Characters",FALSE,"Living Characters",4,"October",1985,"Marvel"
"6216",16942,"Snitch (Butch) (Earth-616)","Secret Identity","Good Characters",NA,NA,"Male Characters",FALSE,"Living Characters",4,"December",1985,"Marvel"
"6217",15234,"Stewart Cadwall (Earth-616)","Secret Identity",NA,"Brown Eyes","Brown Hair","Male Characters",FALSE,"Living Characters",4,"July",1985,"Marvel"
"6218",55721,"Tanaraq (Earth-616)","Public Identity",NA,NA,"White Hair","Male Characters",FALSE,"Living Characters",4,"June",1985,"Marvel"
"6219",116345,"Bhadsha (Earth-616)","Secret Identity","Neutral Characters","Yellow Eyes","No Hair","Male Characters",FALSE,"Living Characters",4,"April",1986,"Marvel"
"6220",34168,"Carolyn Parmentor (Earth-616)","Public Identity",NA,NA,"Brown Hair","Female Characters",FALSE,"Deceased Characters",4,"March",1986,"Marvel"
"6221",607711,"Chastity McBryde (Earth-616)","Public Identity",NA,"Blue Eyes","Blond Hair","Female Characters",FALSE,"Living Characters",4,"December",1986,"Marvel"
"6222",680812,"Dianne Bellamy (Earth-616)",NA,"Neutral Characters",NA,NA,"Female Characters",FALSE,"Living Characters",4,"March",1986,"Marvel"
"6223",70015,"Dominor (Earth-616)",NA,"Bad Characters",NA,NA,"Male Characters",FALSE,"Deceased Characters",4,"January",1986,"Marvel"
"6224",486189,"Enitharmon (Earth-616)",NA,"Good Characters",NA,"No Hair","Male Characters",FALSE,"Living Characters",4,"August",1986,"Marvel"
"6225",435116,"Greensong (Earth-616)",NA,"Good Characters",NA,"No Hair",NA,FALSE,"Living Characters",4,"February",1986,"Marvel"
"6226",116350,"Hadj (Earth-616)","Secret Identity","Neutral Characters","Yellow Eyes","No Hair","Female Characters",FALSE,"Living Characters",4,"April",1986,"Marvel"
"6227",441175,"Hagen (Earth-616)","Public Identity","Bad Characters",NA,"Black Hair","Male Characters",FALSE,"Living Characters",4,"January",1986,"Marvel"
"6228",705789,"Lois (Earth-616)","Public Identity","Bad Characters","Blue Eyes","Red Hair","Female Characters",FALSE,"Deceased Characters",4,"April",1986,"Marvel"
"6229",19526,"Marandi Sjorokker (Earth-616)",NA,"Good Characters","Blue Eyes","Blond Hair","Female Characters",FALSE,"Living Characters",4,"August",1986,"Marvel"
"6230",501272,"Red Zeppelin (Earth-616)",NA,NA,NA,"Black Hair","Male Characters",FALSE,"Living Characters",4,"April",1986,"Marvel"
"6231",17995,"Richard Rennsalaer (Earth-616)","Public Identity","Bad Characters",NA,NA,"Male Characters",FALSE,"Living Characters",4,"September",1986,"Marvel"
"6232",11947,"Tommy (Morlock) (Earth-616)","Secret Identity","Good Characters",NA,"Blue Hair","Female Characters",FALSE,"Deceased Characters",4,"October",1986,"Marvel"
